Postal_Code
98106
98056
98020
98686
98178
98144
98033
98252
98604
98513
98802
98531
98112
99212
98092
98516
99362
98837
98107
98223
98682
98075
98105
98201
98290
98671
98125
98117
98011
98253
98645
98126
98121
98121
98034
98203
98683
98116
98406
98672
98034
98422
98499
98029
98040
98036
98072
98531
98030
98335
98226
98372
98230
98052
98059
98103
98520
98027
98038
98052
98034
98040
98052
98332
98520
98040
98014
98204
98366
98683
98012
99354
98112
98604
98363
98520
98569
98052
98121
98607
99301
99217
98604
98052
98057
98074
98014
98204
98043
98512
98122
98391
98105
98037
98312
98006
98632
99206
98053
98375
98110
98029
98178
98391
98012
98004
98070
98004
98052
98225
98382
98110
98665
98033
98040
98033
98040
98107
98208
98662
98012
98072
98004
99338
98008
98012
99403
98362
98391
98042
98258
98056
98335
98230
98332
98686
98119
98021
98686
98052
98029
98512
98532
98144
98022
98028
98604
98272
98105
98349
98585
98008
98391
98223
98443
98006
98027
98684
98004
98110
98355
98607
98282
98332
98221
98087
98006
98584
98125
98512
98012
99337
98501
98103
98506
98033
98407
98296
98367
98077
98024
98199
98004
98112
98513
98065
98466
98498
98028
98117
98053
98506
98248
98052
98005
98075
98148
98225
98501
98421
98034
98115
98029
98070
98072
98115
98225
98031
98057
98027
98031
98040
98110
98373
98038
98118
98077
98065
98466
98115
98110
98382
98034
98059
98116
98022
99301
98070
98177
98926
98012
98027
98075
98012
98208
98201
98110
98012
98332
98001
98006
98199
98110
98118
98607
98023
98030
98059
98075
98058
98935
98371
98683
98024
98019
98908
98275
98501
98374
98004
98109
98277
98122
98074
98321
98012
98052
98117
98006
98070
98112
98020
98368
98199
98584
98103
98236
98011
98272
98661
98107
98122
98409
99352
98072
98004
98033
98272
98001
98136
98942
98406
98115
98199
98296
98203
98052
98115
98332
98026
98229
98117
98012
99301
98031
98033
98563
98109
98249
98052
98006
98006
98296
98103
98028
98675
98233
98843
98027
98166
98258
98012
98247
98053
98155
98040
98223
98005
98034
98908
98010
98055
98119
98683
98028
98136
98040
98155
98607
98580
98250
98006
98055
98030
98105
98270
98274
98944
98370
99301
98270
98005
98105
98366
98021
98226
98597
98115
98229
98033
98106
98004
98405
98107
98501
98501
98177
98053
99362
98039
98029
99337
98040
98584
98027
98329
98059
98008
98110
98040
98607
98053
98104
98607
98034
98065
98366
98029
98003
98119
98136
98021
98665
98109
98059
98103
98501
98346
98249
98065
98115
98372
98008
98027
98070
98109
98109
98502
98925
98036
98119
98092
98642
98230
98332
98034
98021
98221
98001
98031
98053
98177
98405
98115
99201
98057
98116
98005
98282
98275
98908
98503
98115
98133
98584
98037
98052
98290
98115
98685
98321
98072
98362
98664
98607
98019
98506
98053
98072
98198
98686
98188
98671
98122
98012
98258
98105
98023
98168
98682
98107
98107
98001
98077
98270
98531
98008
98075
98177
98272
98033
98503
98252
98053
98275
98106
98075
98115
98077
98033
98006
98117
98012
98058
98092
98052
98021
98133
98038
98059
98012
98027
99206
98087
98362
98052
98108
98034
99206
98006
98101
98403
98092
98052
98512
98074
98107
98122
98166
98036
98107
99004
98607
98368
98103
98604
98204
98607
98029
98115
98406
98365
98407
98312
98391
98284
98109
98580
98290
98144
98178
98467
98008
98087
99224
98444
98077
98117
98021
98405
98119
98012
98816
98028
98092
98674
98014
98112
98155
98027
98029
98122
98177
98498
98012
98944
98513
98040
98034
98199
98144
98380
98250
98270
98004
98110
98107
98295
98021
98632
98225
98177
98004
98662
98029
98059
98072
98075
99324
98248
98249
98335
98058
98027
98027
98155
99163
98058
98122
98199
98498
98671
98501
98092
98052
98056
98862
98208
98632
98310
98117
98092
98144
98021
98122
98056
98014
98008
99019
98516
98006
98074
98012
98010
98642
98116
98388
98248
98059
98004
98115
98661
98034
98199
98368
98335
98121
98010
98103
98335
98019
98012
98144
98321
99201
98801
98177
98203
98250
98033
98640
98250
98327
98006
98006
98166
98056
98117
98520
98365
98663
98092
98116
98407
98115
98014
98604
98006
98065
98027
98115
98375
98107
98506
98230
98371
98021
99201
98122
98104
98075
98225
98370
98028
98033
98040
98042
98065
98110
98682
98045
98117
98121
98105
98001
98053
98117
98580
98101
98512
98282
98004
98092
98055
98034
98848
98606
98270
98685
98230
98296
98391
98023
98208
98040
98037
98101
98033
98391
98075
98122
98178
98032
98109
98245
98103
98371
98105
98107
98121
98199
98020
98230
98105
98607
98074
98004
98024
98117
98072
98006
98011
98407
98548
98367
98006
98801
98019
98026
99027
98102
98126
98258
98005
98229
98008
98040
98070
98282
98632
98387
98110
98223
98112
98038
99021
98144
98007
98290
98042
98020
98026
98221
99352
98005
98006
98168
98034
98391
98005
98405
98065
98112
98033
98052
99208
98501
98144
98178
98116
98168
98026
98053
98372
98201
98332
98661
98012
98901
98596
98023
98112
98133
98642
98660
98260
98023
98188
98112
98362
98177
98368
98632
98372
98030
98033
98682
98065
98045
98115
98370
98136
99338
98116
98021
98053
98271
98112
98204
98284
98008
98008
98056
98056
98126
98926
98020
98532
98004
98109
98683
98001
98059
98065
99338
98199
98118
99208
98662
98008
98802
98115
98012
98007
98686
98059
98110
98012
98370
98040
98037
98052
98122
99338
98134
98134
98516
98110
98125
98332
98407
98004
98030
99206
98208
98607
98033
98607
98502
98338
98290
98112
98221
98391
99338
98105
98022
98155
98020
98075
98229
98338
98290
98110
98277
98626
98272
98012
98168
98371
98033
98105
98270
98203
98296
98074
98103
98258
98075
98125
98056
98010
98382
98801
98382
98105
98012
98033
98052
98053
98012
98270
98136
98199
98251
98516
98116
98136
98042
98053
98110
98030
99353
98271
98007
98607
98198
98188
98059
99163
98027
98028
98034
98008
98110
98513
98109
98903
98407
98037
98133
98110
98116
98642
98682
98503
98683
98229
98038
98004
98391
98275
98110
98105
98282
98052
98034
98092
98037
98407
98366
98208
98589
98116
98020
98275
98201
98052
98661
98004
98058
98122
98012
98036
98661
98006
98121
98052
98121
98584
98109
98665
98422
98112
98116
98021
99208
98277
98004
98146
98027
98930
98056
98201
98072
98272
98402
98296
98005
98077
98042
98006
98155
98199
98027
98031
98134
98166
98110
98105
98052
98027
98040
98199
98045
98405
98040
98607
98103
98373
98407
98201
98133
98012
98684
98034
98059
98074
98110
98367
98021
98052
98092
98144
98058
98008
98007
98112
98178
98467
98006
98607
98584
98372
98053
98926
98011
98103
98042
98577
98577
98648
98382
98501
98042
98391
98374
98121
98257
98006
98199
98107
98033
98121
99301
98092
98115
98665
98239
99218
98502
98391
98409
98106
99025
98391
98296
98837
98607
98065
98074
98260
98074
98103
98244
98229
98382
98607
98008
98040
99301
98105
98070
98059
98004
99403
98584
98133
98335
98040
98034
98001
98027
98391
98011
98034
98112
98270
98004
98034
98042
98226
98286
98198
99201
98004
98126
98001
